"id","game_uid","game_name","vendor","game_type","game_icon","description","is_active","created_at","updated_at"
2422,"5072a1237d8a94b75d80d46c7d614ccd","WBC Ring Of Riches","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2423,"b4a62dee8b5391e0c6780d778bb93b4b","Mechanical Clover","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2424,"676edaa48653759173ace53d4b3ba020","Four Lucky Diamonds","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2425,"af937ed4d220a8e123bdabe1d978a2d7","Lady Wolf Moon","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2426,"bcb695d70d160959fa9889627fcde5e1","Fruit Million","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2427,"a68354c6f9edcd754619f993638c2c9f","Hit The Route","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2428,"fb3076decdcb1278e12331ed94b9a61e","Johnny Cash","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2429,"89466068cc6e5065bf222278d9ea1bdc","All Lucky Clover","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2430,"bb30828ba1b2666d7b5c24f9a0566bf5","All Lucky Clover5","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2431,"e27a808ff485ba80516f60c178ccdb78","All Lucky Clover20","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
374,"f5ee6fce16d369d1a656f3b227fc7236","First Person Lightning Roulette","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2Froulette_rng.png&w=640&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
362,"fec1b730e804bf14bd471a1e9b82bf44","First Person Lightning Baccarat","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2FFirstPersonXXXtremeLightningBaccarat.png&w=640&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2432,"3697ff14e65f3e9c48d5865fe786f727","All Lucky Clover40","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2433,"7723adf189a94b9c0a97cb8785997be8","All Lucky Clover100","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2434,"6d28e412a45a2d9dfcd3dfcdc26ca89c","Book of Cats","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2435,"1d11b2535ca4d3da2c326de0e0919765","Elvis Frog in Vegas","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2436,"da83c32ee026a2e4fe3b9e498e7ed12a","Four Lucky Clover","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2437,"d30ad267baefa5c0366bf47909b74a9c","Avalon: The Lost Kingdom","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
1925,"9472636891f711a3073e392609decca5","Duel at Dawn","hacksaw","Slot","https://example.com/game-icons/duel.png",NULL,True,"2026-09-11 16:56:00.743+05:30","2026-09-11 16:56:00.743+05:30"
2408,"433d2d917da4c87ffabecc17d4cea2ee","Rocket Dice XY","bgaming","Dice","https://bc.imgix.net/game/image/1613_Rocket Dice.png?_v=4&auto=format&dpr=1.25&w=200",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2461,"c1f8c17562f9e24de0318d57d4255602","American Roulette","bgaming","Roulette","https://bc.imgix.net/game/image/1056_American Roulette.png?_v=4&auto=format&dpr=1.25&w=200",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2296,"8ef39602e589bf9f32fc351b1cbb338b","Evolution Lobby","lobby","Lobby","https://bc.imgix.net/game/image/9e20f4796d.png?_v=4&auto=format&dpr=2&w=200",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2438,"1b1f7e3a2654f0c36b58c0b12151bef2","Deep Sea","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2439,"c2bf1b6911d6a0c0cb34292a37fa4648","Spin And Spell","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2440,"64262a3d765657163168e31f08c8dfb7","Journey Flirt","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2441,"d580c3edeb9c33046a4edaaa3c15ff9d","Jogo Do Bicho","bgaming","Lottery","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2442,"a4cda8d6ff561bfd261e66f0a3ab1128","Jogo Do Bicho Simple","bgaming","Lottery","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2443,"2c604d6e36da61ad2f071dfb149cd988","Hello Easter","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2444,"a96dfb1480cef6d6674b7bfb18c26c9a","Plinko","bgaming","Casual","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2445,"c0399d8aa87eaf5e3d46210fa98ea14f","Domnitors Deluxe","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2446,"a658fb5632d81e6f0a2cbea638839903","Rocket Dice","bgaming","Dice","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2447,"d4a162045682e5787abd11d3ad9b2a81","Fire Lightning","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2448,"313e50780d6faa5245dbb2e1f56d6250","Aztec Magic Deluxe","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2449,"a80b179957b6cb518cd26664fd5e4ab3","Platinum Lightning Deluxe","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2450,"e084f88df2eff2de5fda7331d6ac1bcd","Book of Pyramids","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2451,"7c7883e497fa97b542279fe030b771e8","Brave Viking","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2452,"2f998d064be87d8ae8bcdc7767dcade0","Cherry Fiesta","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2453,"58756d49e5108854db73bdefcd08a2fc","Crazy Starter","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2454,"8a7626461c37bd1efbd301a0134631c4","Domnitors","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2455,"43edeb05ff42be18f66bf0c851d55f5f","Fantasy Park","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2458,"408c5496fc987c122efda2db45225b29","Multihand Blackjack","bgaming","Card game","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2459,"f2ee57d8231e3229d13a698c63f0ac26","Platinum Lightning","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2460,"df7673e31347e5674fd5669d6bbb7b4d","West Town","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2462,"b6869e90f56184f770f14cf3eb1d511a","Desert Treasure","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2464,"bd376b3e94e6b86cfca70c2898592f11","Hawaii Cocktails","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2465,"dd2a0948e157ed7329b5c084b2ad9a9f","Heads and Tails","bgaming","Casual","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2466,"ccc6eed554008ac2507e9b950995ada4","Lucky Blue","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2467,"307b1ea5fb296d2e23e0d56eae875333","Minesweeper","bgaming","Casual","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2468,"ca382c6fb34221994a9b39251c7c32c0","Multihand Blackjack Pro","bgaming","Card game","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2469,"250424787f4a951d54dd91db14f04edd","Princess of Sky","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2470,"cf694ba4fab3d1537c1e4dc4ea21d1e4","Scratch Dice","bgaming","Scratch cards","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2471,"203e454028d7cd6163d3c1affc4e11f4","Aztec Magic","bgaming","Video Slot","",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2456,"a9d50e65a8e5d1298f376e1850c353b5","French Roulette","bgaming","Roulette","https://rollbit.com/game-images/softswiss_EuropeanRoulette.webp",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
1224,"a954eeb9410724c86ad359eb08b6e906","Crazy Rich Tigers","microgaming","Slots","https://bc.imgix.net/game/image/15559_Crazy%20Rich%20Tigers.png?_v=4&auto=format&dpr=1.25&w=200",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2355,"e0a7754ad24321587b40915d6f391070","Gift X","bgaming","Crash","https://bc.imgix.net/game/image/3b05e58e-555b-4acc-9acb-fdab249d4cdb.png?_v=4&auto=format&dpr=1.25&w=200",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2463,"9d6ce0c274b50e7f243e07af7e8a22a7","European Roulette","bgaming","Roulette","https://bc.imgix.net/game/image/57d197aa-97e2-4ac5-9777-00bf160f5e96.png?_v=4&auto=format&dpr=1.25&w=200",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2457,"670fea32c1726d48aea782c42bb82188","Lucky Lady's Clover","bgaming","Video Slot","https://bc.imgix.net/game/image/1600_Lucky%20Lady_s%20Clover.png?_v=4&auto=format&dpr=1.25&w=200",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
395,"bad3e93f3faadef550cb11fcb44a49b1","Auto Lightning Roulette","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2Fspeed_roulette.png&w=640&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2297,"d0e052b031dfcdb08d1803f4bcc618ef","Ezugi Lobby","ezugi","Lobby",NULL,NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2349,"9568278f10bfbb78253db073bb816e4f","Hottest 666","bgaming","Video Slot","https://bc.imgix.net/game/image/f9440d37ab.png?_v=4&auto=format&dpr=1.25&w=200",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
1926,"bdffa96854ec920d2c4fcd9585c35814","Shaolin Master","hacksaw","Slot","https://example.com/game-icons/shaolin.png",NULL,True,"2026-09-11 16:56:00.743+05:30","2026-09-11 16:56:00.743+05:30"
2419,"ba6960ff34c8119ea91250827df81ca4","Dragon's Gold 100","bgaming","Video Slot","https://bc.imgix.net/game/image/5937_Dragon_s%20Gold%20100.png?_v=4&auto=format&dpr=1.25&w=200",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
718,"a92a531d389c718b5f5f82cfc2448e39","Blackjack X 1 - Azure","pragmaticlive","CasinoLive",NULL,NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
481,"51636f763710a40d94435d5721b47afb","Speed VIP Blackjack M","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2Fspeed_blackjack_m.png&w=384&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
482,"41ff316f28958f3939f2886e3d8813f7","Speed VIP Blackjack L","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2Fspeed_blackjack_l.png&w=384&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
483,"fd0ce69ba5a8e9fde4a0118e0b9498e8","Speed VIP Blackjack I","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2Fspeed_blackjack_i.png&w=384&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
484,"ea5bb4a83394921afb0f26635b331266","Speed VIP Blackjack H","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2Fspeed_blackjack_h.png&w=384&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
485,"ac5ae4dd6c8b09b3da54aad693345ea5","Speed VIP Blackjack E","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2Fspeed_baccarate.png&w=384&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
486,"5b28de9903431500b020d6fa6fa84ac4","Speed VIP Blackjack G","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2Fspeed_blackjack_g.png&w=384&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
487,"29a0088d6ddc73df59bbd2cadedb3e64","Speed VIP Blackjack F","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2Fspeed_blackjack_f.png&w=384&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
488,"fcdeb63512da4f7980a03b3542a21796","Speed VIP Blackjack C","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2Fspeed_blackjack_c.png&w=384&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
489,"994a06251ad003c0be35b252803f49a5","Speed VIP Blackjack D","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2Fspeed_blackjack_d.png&w=384&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
491,"fdf05d777a59a24fd546e06cb460980e","Speed VIP Blackjack A","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2Fspeed_blackjack_a.png&w=384&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
490,"5fdb477013f4d377433e2a3daeac1d28","Speed VIP Blackjack B","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2Fspeed_blackjack_b.png&w=384&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2329,"1a6331cb34de981ca1e88592ef06c752","Fishing Club","bgaming","Casual","https://rollbit.com/game-images/softswiss_FishingClub.webp",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2306,"42c10ec14f7bed81dd8948bcc9ff3d79","Snoop Dogg Dollars","bgaming","Video Slot","https://bc.imgix.net/game/image/6ccc01f37e.png?_v=4&auto=format&dpr=1.25&w=200",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
506,"ec258bed8fd84778fc31a864fe1571b4","Salon Privé Baccarat J","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2FSalonPriveBlackjackJ.png&w=384&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
508,"61a5215e2679932781ed245b59d34679","Salon Privé Baccarat F","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2FSalonPriveBaccaratF.png&w=384&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
509,"e48c03210c8a577516c69c7fec657356","Salon Privé Baccarat E","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2Fsalon_prive_baccarat_e.png&w=384&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
828,"5c4a12fb0a9b296d9b0d5f9e1cd41d65","Mines","spribe","CasinoTable","https://static-mobile.mbzp67c522.com/su27se/images/games/spribe/Mines_mines_en.webp",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2326,"d3c7985229b2e4651fa7889445a5bfd8","Aviamasters","bgaming","Casual","https://bc.imgix.net/game/image/b5d25ed060.png?_v=4&auto=format&dpr=1.25&w=200",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
2312,"096cff957fbb194d2b6600af093d32bb","Fortuna TRUEWAYS","bgaming","Video Slot","https://bc.imgix.net/game/image/ca8f1992f2.png?_v=4&auto=format&dpr=1.25&w=200",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
556,"624db9f6b362baf19796f281dfdee1ab","Imperial Quest","evolution","CasinoLive","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/evoplay/Imperial Quest.png",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
559,"7476b40db4af067e4d00fa2dd2067ef9","Roleta Ao Vivo","evolution","CasinoLive","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/evoplay/Roleta Ao Vivo.png",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
569,"0845c431394654ca59bb4bd8af43c351","Mega Bola Da Sorte","evolution","CasinoLive","https://huidu-bucket.s3.ap-southeast-1.amazonaws.com/api/evoplay/Mega Bola Da Sorte.png",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
578,"bb5d9a68f06045695ba133a6f4bba082","Blackjack VIP 44","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2FBlackjackVIP44.png&w=640&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
593,"498de0e2c664b3865a6e0387e6839f2a","Speed Baccarat 4","evolution","CasinoLive","https://www.luckyblock.com/cdn/1e4a2272-22ae-433e-98b1-f37569635f2d.jpg?w=640",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
580,"3acbe78079e7e8841ab34ebe03a1f4d7","Blackjack VIP 37","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2FBlackjackVIP37.png&w=640&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
582,"e02f15bb0df96c186555c62264bd4379","Blackjack VIP 41","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2FBlackjackVIP41.png&w=640&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
584,"c6361dfd83d86cc5c98e2b41c28791eb","Blackjack VIP 36","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2FBlackjackVIP36.png&w=640&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
585,"97e1e4e23f9fd02ea58a8415a515d1e5","Blackjack VIP 32","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2FBlackjackVIP32.png&w=640&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
587,"64fee17522e56dd16ad4a0548c5b842c","Blackjack VIP 35","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2FBlackjackVIP35.png&w=640&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
575,"b61a4d32bde967239d321ab8363424be","Evo Speed Blackjack 7","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2FEvoSpeedBlackjack7.png&w=640&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
577,"e1275fa257ec5eaa91aa92e90c52fa42","Evo Speed Blackjack 5","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2FEvoSpeedBlackjack5.png&w=640&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
576,"3c7c139fc7095e3ddeeffed3fdd4da3c","Evo Speed Blackjack 10","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2FEvoSpeedBlackjack10.png&w=640&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
589,"d8ab16519a21608d1fed93cc83690593","Blackjack VIP 31","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2FBlackjackVIP31.png&w=384&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
595,"e2124ac641282f02462d0b6e0245f3f9","Blackjack VIP 28","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2FBlackjackVIP28.png&w=384&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
597,"a9e710a7389d1096cdab23e530cc8d06","Speed VIP Blackjack N","evolution","CasinoLive","https://boxbet.io/_next/image?url=https%3A%2F%2Fcdn.softswiss.net%2Fi%2Fs6%2Fevolution%2FSpeedVIPBlackjackN.png&w=384&q=100",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
831,"de88f202c5a8beeaccabbd944f8acfbf","Balloon","spribe","CasinoTable","https://static-mobile.mbzp67c522.com/su27se/images/games/spribe/Balloon_balloon_en.webp",NULL,True,"2026-09-11 16:56:00.492+05:30","2026-09-11 16:56:00.492+05:30"
